sale_ref,customer_id,customer_name,region,sale_date,item,quantity,unit_price,line_total,status,outcome
SO-004705,1,Harbourline Logistics Ltd,EMEA,2026-07-22,Weighing station,1,497.14,497.14,completed,completed
SO-004918,192,Pinehurst Chemicals SA,LATAM,2026-07-22,Strapping machine,14,469.01,6566.14,completed,completed
SO-004984,2,Cedarcrest Logistics Ltd,LATAM,2026-07-22,Shrink wrapper,5,623.39,3116.95,completed,completed
SO-004711,9,Meridian Logistics GmbH,UK & Ireland,2026-07-22,Sorting arm,7,739.86,5179.02,completed,completed
SO-004755,1,Harbourline Logistics Ltd,EMEA,2026-07-22,Conveyor belt,1,689.30,689.30,completed,completed
SO-004916,14,Alderway Logistics SA,UK & Ireland,2026-07-22,Dock leveller,12,459.78,5517.36,completed,completed
SO-004998,273,Silverbrook Textiles BV,APAC,2026-07-22,Shrink wrapper,19,408.40,7759.60,pending,at_risk
SO-005041,2,Cedarcrest Logistics Ltd,LATAM,2026-07-22,Weighing station,12,938.75,11265.00,pending,at_risk
SO-004852,313,Silverbrook Robotics BV,APAC,2026-07-22,Pallet rack,23,84.47,1942.81,completed,completed
SO-005117,275,Copperfield Textiles BV,North America,2026-07-22,Sorting arm,13,660.29,8583.77,pending,at_risk
SO-005048,5,Summit Logistics Ltd,North America,2026-07-22,Pallet rack,19,473.09,8988.71,completed,completed
SO-005077,395,Copperfield Chemicals GmbH,North America,2026-07-22,Conveyor belt,23,113.89,2619.47,completed,completed
SO-004925,279,Windermere Textiles BV,UK & Ireland,2026-07-22,Barcode scanner,21,684.03,14364.63,pending,at_risk
SO-004677,2,Cedarcrest Logistics Ltd,LATAM,2026-07-22,Weighing station,23,64.26,1477.98,completed,completed
SO-004693,91,Sablewood Medical Inc,EMEA,2026-07-22,Tote bin,14,450.06,6300.84,pending,at_risk
SO-004793,29,Meridian Foods BV,UK & Ireland,2026-07-22,Handheld terminal,14,634.41,8881.74,pending,at_risk
SO-004920,25,Summit Foods Inc,North America,2026-07-22,Safety cage,16,411.41,6582.56,completed,completed
SO-005212,72,Pinehurst Textiles Ltd,LATAM,2026-07-22,Strapping machine,8,267.19,2137.52,pending,at_risk
SO-004805,2,Cedarcrest Logistics Ltd,LATAM,2026-07-22,Tote bin,1,124.62,124.62,completed,completed
SO-004730,86,Lakeshore Medical SA,EMEA,2026-07-22,Cold-chain container,1,351.61,351.61,completed,completed
SO-004746,2,Cedarcrest Logistics Ltd,LATAM,2026-07-22,Shrink wrapper,17,645.84,10979.28,completed,completed
SO-004784,271,Sablewood Textiles Inc,EMEA,2026-07-22,Label printer,5,743.77,3718.85,completed,completed
SO-004612,1,Harbourline Logistics Ltd,EMEA,2026-07-22,Safety cage,8,271.91,2175.28,completed,completed
SO-004862,415,Copperfield Logistics BV,North America,2026-07-22,Strapping machine,8,953.26,7626.08,cancelled,at_risk
SO-004578,220,Northwind Foods GmbH,North America,2026-07-22,Shrink wrapper,24,424.07,10177.68,cancelled,at_risk
SO-004751,22,Cedarcrest Foods Inc,LATAM,2026-07-22,Handheld terminal,22,825.46,18160.12,pending,at_risk
SO-005196,1,Harbourline Logistics Ltd,EMEA,2026-07-23,Dock leveller,17,661.98,11253.66,cancelled,at_risk
SO-004822,278,Thistledown Textiles BV,APAC,2026-07-23,Safety cage,18,222.14,3998.52,completed,completed
SO-004848,1,Harbourline Logistics Ltd,EMEA,2026-07-23,Strapping machine,19,803.74,15271.06,cancelled,at_risk
SO-005197,1,Harbourline Logistics Ltd,EMEA,2026-07-23,Tote bin,18,29.28,527.04,completed,completed
SO-005076,12,Pinehurst Logistics GmbH,LATAM,2026-07-23,Pallet rack,22,191.66,4216.52,completed,completed
SO-004895,171,Sablewood Instruments BV,EMEA,2026-07-23,Conveyor belt,16,827.72,13243.52,pending,at_risk
SO-005018,3,Blue Ridge Logistics Ltd,APAC,2026-07-23,Safety cage,14,277.22,3881.08,completed,completed
SO-004814,18,Thistledown Logistics SA,APAC,2026-07-23,Cold-chain container,10,595.80,5958.00,completed,completed
SO-004834,189,Meridian Chemicals SA,UK & Ireland,2026-07-23,Strapping machine,5,226.45,1132.25,completed,completed
SO-005208,127,Kestrel Freight Inc,LATAM,2026-07-23,Shrink wrapper,4,584.37,2337.48,completed,completed
SO-004939,491,Sablewood Medical Ltd,EMEA,2026-07-23,Barcode scanner,10,269.34,2693.40,completed,completed
SO-005130,86,Lakeshore Medical SA,EMEA,2026-07-23,Safety cage,1,565.26,565.26,completed,completed
SO-005201,277,Ravensgate Textiles BV,LATAM,2026-07-23,Sorting arm,22,150.46,3310.12,completed,completed
SO-004874,152,Pinehurst Ceramics GmbH,LATAM,2026-07-23,Dock leveller,20,440.42,8808.40,completed,completed
SO-004671,399,Windermere Chemicals SA,UK & Ireland,2026-07-23,Conveyor belt,17,762.99,12970.83,completed,completed
SO-004791,7,Kestrel Logistics GmbH,LATAM,2026-07-23,Tote bin,12,647.89,7774.68,cancelled,at_risk
SO-004808,1,Harbourline Logistics Ltd,EMEA,2026-07-23,Safety cage,4,654.17,2616.68,completed,completed
SO-005069,316,Marlowe Robotics Ltd,EMEA,2026-07-23,Weighing station,15,328.14,4922.10,completed,completed
SO-004618,89,Meridian Medical SA,UK & Ireland,2026-07-23,Cold-chain container,14,834.68,11685.52,pending,at_risk
SO-004879,10,Foxglove Logistics GmbH,North America,2026-07-23,Sorting arm,25,134.26,3356.50,completed,completed
SO-004897,1,Harbourline Logistics Ltd,EMEA,2026-07-23,Barcode scanner,18,34.87,627.66,completed,completed
SO-004815,111,Sablewood Robotics Ltd,EMEA,2026-07-23,Forklift battery,11,810.50,8915.50,cancelled,at_risk
SO-004548,495,Copperfield Medical Ltd,North America,2026-07-23,Cold-chain container,19,818.59,15553.21,pending,at_risk
SO-005038,38,Thistledown Foods Ltd,APAC,2026-07-23,Cold-chain container,9,760.22,6841.98,completed,completed
SO-004689,7,Kestrel Logistics GmbH,LATAM,2026-07-23,Forklift battery,10,99.94,999.40,completed,completed
SO-004602,439,Windermere Foods SA,UK & Ireland,2026-07-23,Label printer,23,708.33,16291.59,pending,at_risk
SO-004696,364,Ironvale Instruments SA,UK & Ireland,2026-07-24,Safety cage,17,451.54,7676.18,completed,completed
SO-004581,47,Kestrel Analytics GmbH,LATAM,2026-07-24,Tote bin,2,105.38,210.76,pending,at_risk
SO-004979,143,Blue Ridge Ceramics Ltd,APAC,2026-07-24,Conveyor belt,25,100.69,2517.25,completed,completed
SO-004637,15,Copperfield Logistics SA,North America,2026-07-24,Tote bin,8,134.86,1078.88,completed,completed
SO-005111,312,Pinehurst Robotics BV,LATAM,2026-07-24,Weighing station,7,463.30,3243.10,pending,at_risk
SO-005172,190,Foxglove Chemicals SA,North America,2026-07-24,Safety cage,18,582.97,10493.46,pending,at_risk
SO-004999,161,Harbourline Instruments Inc,EMEA,2026-07-24,Weighing station,20,207.95,4159.00,completed,completed
SO-005144,486,Lakeshore Medical BV,EMEA,2026-07-24,Safety cage,15,768.00,11520.00,completed,completed
SO-004798,240,Northwind Analytics BV,North America,2026-07-24,Label printer,19,892.79,16963.01,cancelled,at_risk
SO-005178,1,Harbourline Logistics Ltd,EMEA,2026-07-24,Cold-chain container,24,601.20,14428.80,cancelled,at_risk
SO-005052,16,Marlowe Logistics SA,EMEA,2026-07-24,Cold-chain container,23,100.45,2310.35,completed,completed
SO-005139,83,Blue Ridge Medical GmbH,APAC,2026-07-24,Weighing station,10,597.24,5972.40,completed,completed
SO-005198,148,Granite Ceramics GmbH,APAC,2026-07-24,Strapping machine,19,352.79,6703.01,completed,completed
SO-004812,1,Harbourline Logistics Ltd,EMEA,2026-07-24,Label printer,8,150.92,1207.36,completed,completed
SO-004875,95,Copperfield Medical Inc,North America,2026-07-24,Tote bin,21,25.27,530.67,completed,completed
SO-004806,395,Copperfield Chemicals GmbH,North America,2026-07-24,Strapping machine,2,702.27,1404.54,completed,completed
SO-005118,7,Kestrel Logistics GmbH,LATAM,2026-07-24,Pallet rack,14,852.50,11935.00,completed,completed
SO-004708,261,Harbourline Textiles SA,EMEA,2026-07-24,Strapping machine,4,806.81,3227.24,cancelled,at_risk
SO-004792,234,Alderway Foods Inc,UK & Ireland,2026-07-24,Strapping machine,13,318.49,4140.37,completed,completed
SO-004917,180,Northwind Chemicals Ltd,North America,2026-07-24,Tote bin,13,933.52,12135.76,pending,at_risk
SO-004963,52,Pinehurst Analytics SA,LATAM,2026-07-24,Sorting arm,9,344.46,3100.14,cancelled,at_risk
SO-004790,2,Cedarcrest Logistics Ltd,LATAM,2026-07-24,Dock leveller,11,176.10,1937.10,completed,completed
SO-004945,153,Silverbrook Ceramics GmbH,APAC,2026-07-24,Tote bin,16,332.35,5317.60,completed,completed
SO-005039,125,Summit Freight SA,North America,2026-07-24,Forklift battery,10,64.48,644.80,completed,completed
SO-004881,342,Cedarcrest Ceramics Inc,LATAM,2026-07-24,Conveyor belt,2,870.08,1740.16,completed,completed
SO-005027,191,Sablewood Chemicals SA,EMEA,2026-07-24,Weighing station,23,554.68,12757.64,completed,completed
SO-004754,144,Ironvale Ceramics Ltd,UK & Ireland,2026-07-24,Pallet rack,25,62.00,1550.00,completed,completed
SO-004921,113,Silverbrook Robotics GmbH,APAC,2026-07-24,Sorting arm,17,482.97,8210.49,pending,at_risk
SO-005055,385,Summit Chemicals Ltd,North America,2026-07-24,Weighing station,1,918.93,918.93,completed,completed
SO-005020,1,Harbourline Logistics Ltd,EMEA,2026-07-24,Pallet rack,16,605.25,9684.00,pending,at_risk
SO-004726,62,Cedarcrest Textiles Inc,LATAM,2026-07-24,Pallet rack,22,352.57,7756.54,pending,at_risk
SO-004973,17,Ravensgate Logistics SA,LATAM,2026-07-25,Tote bin,19,504.73,9589.87,pending,at_risk
SO-004703,101,Harbourline Robotics BV,EMEA,2026-07-25,Forklift battery,24,530.19,12724.56,pending,at_risk
SO-004774,18,Thistledown Logistics SA,APAC,2026-07-25,Shrink wrapper,20,832.10,16642.00,pending,at_risk
SO-004665,163,Blue Ridge Instruments Inc,APAC,2026-07-25,Tote bin,11,43.65,480.15,completed,completed
SO-005181,41,Harbourline Analytics Ltd,EMEA,2026-07-25,Weighing station,2,676.96,1353.92,completed,completed
SO-004723,6,Lakeshore Logistics Ltd,EMEA,2026-07-25,Handheld terminal,19,261.02,4959.38,completed,completed
SO-004873,1,Harbourline Logistics Ltd,EMEA,2026-07-25,Weighing station,19,748.56,14222.64,cancelled,at_risk
SO-004631,22,Cedarcrest Foods Inc,LATAM,2026-07-25,Barcode scanner,2,51.38,102.76,cancelled,at_risk
SO-005132,82,Cedarcrest Medical GmbH,LATAM,2026-07-25,Pallet rack,3,371.63,1114.89,pending,at_risk
SO-004965,317,Ravensgate Robotics Ltd,LATAM,2026-07-25,Conveyor belt,11,249.02,2739.22,completed,completed
SO-004604,50,Foxglove Analytics SA,North America,2026-07-25,Cold-chain container,25,914.26,22856.50,cancelled,at_risk
SO-004646,261,Harbourline Textiles SA,EMEA,2026-07-25,Cold-chain container,17,587.84,9993.28,completed,completed
SO-004563,37,Ravensgate Foods Ltd,LATAM,2026-07-25,Forklift battery,9,600.79,5407.11,cancelled,at_risk
SO-004690,281,Harbourline Medical Ltd,EMEA,2026-07-25,Shrink wrapper,11,814.24,8956.64,completed,completed
SO-004613,15,Copperfield Logistics SA,North America,2026-07-25,Sorting arm,9,918.43,8265.87,completed,completed
SO-004667,28,Granite Foods BV,APAC,2026-07-25,Handheld terminal,13,358.99,4666.87,pending,at_risk
SO-004975,132,Pinehurst Freight Inc,LATAM,2026-07-25,Handheld terminal,21,256.43,5385.03,pending,at_risk
SO-004794,32,Pinehurst Foods BV,LATAM,2026-07-25,Safety cage,15,805.86,12087.90,pending,at_risk
SO-004924,7,Kestrel Logistics GmbH,LATAM,2026-07-25,Label printer,20,93.99,1879.80,completed,completed
SO-005218,15,Copperfield Logistics SA,North America,2026-07-25,Label printer,14,360.77,5050.78,cancelled,at_risk
SO-005068,47,Kestrel Analytics GmbH,LATAM,2026-07-25,Shrink wrapper,14,632.60,8856.40,completed,completed
SO-005023,52,Pinehurst Analytics SA,LATAM,2026-07-25,Barcode scanner,19,949.87,18047.53,pending,at_risk
SO-005159,21,Harbourline Foods Inc,EMEA,2026-07-25,Sorting arm,5,785.27,3926.35,completed,completed
SO-004550,1,Harbourline Logistics Ltd,EMEA,2026-07-25,Shrink wrapper,21,495.44,10404.24,completed,completed
SO-004849,70,Foxglove Textiles Ltd,North America,2026-07-25,Handheld terminal,20,400.53,8010.60,pending,at_risk
SO-005226,105,Summit Robotics Ltd,North America,2026-07-25,Strapping machine,22,404.30,8894.60,completed,completed
SO-004664,415,Copperfield Logistics BV,North America,2026-07-25,Dock leveller,10,865.04,8650.40,cancelled,at_risk
SO-005153,435,Copperfield Foods SA,North America,2026-07-25,Weighing station,24,40.42,970.08,completed,completed
SO-004910,3,Blue Ridge Logistics Ltd,APAC,2026-07-25,Label printer,6,620.00,3720.00,completed,completed
SO-005207,225,Summit Foods SA,North America,2026-07-25,Forklift battery,3,629.75,1889.25,completed,completed
SO-004936,258,Thistledown Analytics GmbH,APAC,2026-07-25,Pallet rack,7,846.97,5928.79,completed,completed
SO-004629,56,Marlowe Analytics Inc,EMEA,2026-07-25,Conveyor belt,25,418.55,10463.75,completed,completed
SO-004707,365,Summit Instruments SA,North America,2026-07-25,Tote bin,3,281.79,845.37,completed,completed
SO-005191,228,Granite Foods SA,APAC,2026-07-25,Barcode scanner,12,923.69,11084.28,completed,completed
SO-004893,43,Blue Ridge Analytics GmbH,APAC,2026-07-26,Sorting arm,14,71.83,1005.62,completed,completed
SO-004842,81,Harbourline Medical GmbH,EMEA,2026-07-26,Cold-chain container,13,783.48,10185.24,pending,at_risk
SO-004878,11,Sablewood Logistics GmbH,EMEA,2026-07-26,Safety cage,24,288.69,6928.56,cancelled,at_risk
SO-004628,1,Harbourline Logistics Ltd,EMEA,2026-07-26,Pallet rack,24,271.87,6524.88,cancelled,at_risk
SO-005045,1,Harbourline Logistics Ltd,EMEA,2026-07-26,Handheld terminal,16,871.02,13936.32,completed,completed
SO-004933,278,Thistledown Textiles BV,APAC,2026-07-26,Handheld terminal,4,97.42,389.68,completed,completed
SO-004577,1,Harbourline Logistics Ltd,EMEA,2026-07-26,Forklift battery,23,916.32,21075.36,pending,at_risk
SO-005004,1,Harbourline Logistics Ltd,EMEA,2026-07-26,Safety cage,25,424.03,10600.75,cancelled,at_risk
SO-005210,86,Lakeshore Medical SA,EMEA,2026-07-26,Dock leveller,6,585.96,3515.76,cancelled,at_risk
SO-004780,240,Northwind Analytics BV,North America,2026-07-26,Safety cage,1,776.90,776.90,pending,at_risk
SO-004885,30,Foxglove Foods BV,North America,2026-07-26,Forklift battery,6,202.97,1217.82,cancelled,at_risk
SO-004591,2,Cedarcrest Logistics Ltd,LATAM,2026-07-26,Forklift battery,12,626.66,7519.92,pending,at_risk
SO-004982,208,Granite Logistics BV,APAC,2026-07-26,Cold-chain container,3,569.77,1709.31,completed,completed
SO-005085,18,Thistledown Logistics SA,APAC,2026-07-26,Tote bin,6,424.30,2545.80,completed,completed
SO-004817,382,Cedarcrest Chemicals BV,LATAM,2026-07-26,Weighing station,13,218.91,2845.83,completed,completed
SO-005007,25,Summit Foods Inc,North America,2026-07-26,Conveyor belt,3,531.40,1594.20,completed,completed
SO-004725,386,Lakeshore Chemicals Ltd,EMEA,2026-07-26,Sorting arm,21,777.27,16322.67,pending,at_risk
SO-005021,207,Kestrel Logistics BV,LATAM,2026-07-27,Conveyor belt,17,846.34,14387.78,cancelled,at_risk
SO-005083,251,Sablewood Analytics Ltd,EMEA,2026-07-27,Weighing station,4,310.27,1241.08,completed,completed
SO-005227,378,Thistledown Instruments BV,APAC,2026-07-27,Handheld terminal,23,483.31,11116.13,completed,completed
SO-004717,66,Lakeshore Textiles BV,EMEA,2026-07-27,Forklift battery,13,144.13,1873.69,completed,completed
SO-004538,98,Thistledown Medical BV,APAC,2026-07-27,Dock leveller,9,59.79,538.11,completed,completed
SO-004969,37,Ravensgate Foods Ltd,LATAM,2026-07-27,Forklift battery,15,542.94,8144.10,pending,at_risk
SO-005074,212,Pinehurst Logistics Ltd,LATAM,2026-07-27,Safety cage,20,588.69,11773.80,cancelled,at_risk
SO-004632,8,Granite Logistics GmbH,APAC,2026-07-27,Cold-chain container,3,305.66,916.98,completed,completed
SO-004869,73,Silverbrook Textiles Ltd,APAC,2026-07-27,Barcode scanner,15,785.71,11785.65,cancelled,at_risk
SO-004958,206,Lakeshore Logistics BV,EMEA,2026-07-27,Dock leveller,4,760.87,3043.48,pending,at_risk
SO-005033,83,Blue Ridge Medical GmbH,APAC,2026-07-27,Sorting arm,4,747.48,2989.92,completed,completed
SO-005174,127,Kestrel Freight Inc,LATAM,2026-07-27,Pallet rack,20,26.11,522.20,completed,completed
SO-004788,357,Ravensgate Ceramics GmbH,LATAM,2026-07-27,Shrink wrapper,9,752.34,6771.06,cancelled,at_risk
SO-004820,7,Kestrel Logistics GmbH,LATAM,2026-07-27,Strapping machine,16,781.63,12506.08,completed,completed
SO-005046,7,Kestrel Logistics GmbH,LATAM,2026-07-27,Safety cage,17,884.85,15042.45,cancelled,at_risk
SO-005108,51,Sablewood Analytics SA,EMEA,2026-07-27,Cold-chain container,4,847.93,3391.72,cancelled,at_risk
SO-005040,50,Foxglove Analytics SA,North America,2026-07-27,Shrink wrapper,11,398.97,4388.67,pending,at_risk
SO-004569,104,Ironvale Robotics BV,UK & Ireland,2026-07-27,Handheld terminal,15,458.10,6871.50,pending,at_risk
SO-005092,262,Cedarcrest Textiles SA,LATAM,2026-07-27,Label printer,13,839.29,10910.77,pending,at_risk
SO-004825,1,Harbourline Logistics Ltd,EMEA,2026-07-27,Conveyor belt,21,711.79,14947.59,cancelled,at_risk
SO-004838,5,Summit Logistics Ltd,North America,2026-07-28,Pallet rack,9,28.52,256.68,completed,completed
SO-005205,448,Granite Analytics BV,APAC,2026-07-28,Barcode scanner,1,46.80,46.80,completed,completed
SO-005107,44,Ironvale Analytics GmbH,UK & Ireland,2026-07-28,Barcode scanner,3,724.49,2173.47,completed,completed
SO-005095,170,Foxglove Instruments BV,North America,2026-07-28,Forklift battery,16,512.15,8194.40,completed,completed
SO-004821,1,Harbourline Logistics Ltd,EMEA,2026-07-28,Handheld terminal,17,613.75,10433.75,cancelled,at_risk
SO-004712,193,Silverbrook Chemicals SA,APAC,2026-07-28,Pallet rack,8,594.33,4754.64,completed,completed
SO-004675,1,Harbourline Logistics Ltd,EMEA,2026-07-28,Forklift battery,21,950.72,19965.12,cancelled,at_risk
SO-004648,11,Sablewood Logistics GmbH,EMEA,2026-07-28,Shrink wrapper,19,295.56,5615.64,pending,at_risk
SO-004680,497,Ravensgate Medical GmbH,LATAM,2026-07-28,Strapping machine,1,634.28,634.28,completed,completed
SO-005141,1,Harbourline Logistics Ltd,EMEA,2026-07-28,Tote bin,12,954.94,11459.28,cancelled,at_risk
SO-004615,288,Granite Medical GmbH,APAC,2026-07-28,Conveyor belt,11,529.11,5820.21,cancelled,at_risk
SO-005073,10,Foxglove Logistics GmbH,North America,2026-07-28,Handheld terminal,19,230.42,4377.98,completed,completed
SO-005193,2,Cedarcrest Logistics Ltd,LATAM,2026-07-28,Forklift battery,14,85.13,1191.82,cancelled,at_risk
SO-005103,428,Granite Foods GmbH,APAC,2026-07-28,Sorting arm,24,651.82,15643.68,cancelled,at_risk
SO-004533,64,Ironvale Textiles BV,UK & Ireland,2026-07-28,Barcode scanner,4,623.31,2493.24,pending,at_risk
SO-005686,155,Copperfield Ceramics SA,North America,2026-08-01,Dock leveller,7,40.98,286.86,pending,at_risk
SO-005564,29,Meridian Foods BV,UK & Ireland,2026-08-01,Safety cage,10,808.90,8089.00,pending,at_risk
SO-005963,118,Thistledown Robotics GmbH,APAC,2026-08-01,Forklift battery,9,458.08,4122.72,completed,completed
SO-005355,74,Alderway Textiles Ltd,UK & Ireland,2026-08-01,Sorting arm,1,204.86,204.86,completed,completed
SO-005642,302,Cedarcrest Robotics Inc,LATAM,2026-08-01,Shrink wrapper,13,377.50,4907.50,pending,at_risk
SO-005629,25,Summit Foods Inc,North America,2026-08-01,Weighing station,25,157.70,3942.50,completed,completed
SO-005435,1,Harbourline Logistics Ltd,EMEA,2026-08-01,Tote bin,6,383.14,2298.84,completed,completed
SO-005747,10,Foxglove Logistics GmbH,North America,2026-08-01,Sorting arm,18,263.53,4743.54,completed,completed
SO-005499,37,Ravensgate Foods Ltd,LATAM,2026-08-01,Barcode scanner,20,431.14,8622.80,pending,at_risk
SO-005489,14,Alderway Logistics SA,UK & Ireland,2026-08-01,Weighing station,10,533.78,5337.80,completed,completed
SO-005982,212,Pinehurst Logistics Ltd,LATAM,2026-08-01,Strapping machine,3,131.73,395.19,completed,completed
SO-005871,229,Meridian Foods SA,UK & Ireland,2026-08-01,Handheld terminal,17,377.90,6424.30,pending,at_risk
SO-005367,64,Ironvale Textiles BV,UK & Ireland,2026-08-01,Handheld terminal,13,299.87,3898.31,cancelled,at_risk
SO-005242,169,Meridian Instruments BV,UK & Ireland,2026-08-01,Safety cage,13,122.48,1592.24,completed,completed
